Frame Number,Time Offset,Source,Destination,RSSI (dBm),Protocol Name,Description,
130,2.6348200,52.239.161.42,10.231.231.191,206 (0xCE),TCP,"TCP:Flags=...A.R.., SrcPort=HTTPS(443), DstPort=3346, PayloadLen=0, Seq=219438586, Ack=221076266, Win=0","{TCP:28, IPv4:5}"
131,2.6406447,[24DEC6 11ECE1],[*BROADCAST],207 (0xCF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 207 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
132,2.6521931,172.226.179.232,10.231.231.191,207 (0xCF),TLS,TLS:TLS Rec Layer-1 Encrypted Alert,"{TLS:44, SSLVersionSelector:43, TCP:18, IPv4:1}"
133,2.6523996,10.231.231.191,172.226.179.232,,TCP,"TCP:Flags=...A.R.., SrcPort=3330, DstPort=HTTPS(443), PayloadLen=0, Seq=2837928637, Ack=557901191, Win=0","{TCP:18, IPv4:1}"
134,2.6527584,172.226.179.232,10.231.231.191,207 (0xCF),TCP,"TCP:Flags=...A...F, SrcPort=HTTPS(443), DstPort=3330, PayloadLen=0, Seq=557901191, Ack=2837928637, Win=1783","{TCP:44, IPv4:1}"
135,2.7432476,[24DEC6 11ECE1],[*BROADCAST],207 (0xCF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 207 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
136,2.8455696,[24DEC6 11ECE1],[*BROADCAST],208 (0xD0),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 208 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
137,2.9480027,[24DEC6 11ECE1],[*BROADCAST],208 (0xD0),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 208 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
138,3.0502998,[24DEC6 11ECE1],[*BROADCAST],208 (0xD0),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 208 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
139,3.1528322,[24DEC6 11ECE1],[*BROADCAST],208 (0xD0),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 208 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
140,3.2551828,[24DEC6 11ECE1],[*BROADCAST],209 (0xD1),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 209 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
141,3.2776783,[E0ACCB 6AC602],[*BROADCAST],209 (0xD1),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 209 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 10",
142,3.3144682,[E0ACCB 6AC602],[*BROADCAST],209 (0xD1),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 209 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
143,3.3576484,[24DEC6 11ECE1],[*BROADCAST],209 (0xD1),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 209 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
144,3.4600046,[24DEC6 11ECE1],[*BROADCAST],209 (0xD1),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 209 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
145,3.5171453,FE80:0:0:0:FDF4:508D:125E:8B3B,FF02:0:0:0:0:0:0:2,,ICMPv6,ICMPv6:Router Solicitation,{IPv6:11}
146,3.5622988,[24DEC6 11ECE1],[*BROADCAST],209 (0xD1),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 209 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
147,3.5872216,10.231.231.191,239.255.255.250,,SSDP,"SSDP:Request, M-SEARCH * ","{HTTP:41, UDP:40, IPv4:27}"
148,3.6648478,[24DEC6 11ECE1],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 210 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
149,3.9719663,[24DEC6 11ECE1],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 210 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
150,4.0668843,10.231.231.191,64.233.180.188,,TCP,"TCP:Flags=...A...F, SrcPort=3294, DstPort=5228, PayloadLen=0, Seq=4183061410, Ack=2504375921, Win=66","{TCP:3, IPv4:2}"
151,4.0743452,[24DEC6 11ECE1],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 210 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
152,4.0827486,10.231.231.191,239.255.255.250,,SSDP,"SSDP:Request, M-SEARCH * ","{HTTP:46, UDP:45, IPv4:27}"
153,4.1767236,[24DEC6 11ECE1],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 210 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
154,4.2790549,[24DEC6 11ECE1],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 210 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
155,4.3675773,10.231.231.191,64.233.180.188,,TCP,"TCP:[Segment Lost]Flags=...A...F, SrcPort=3294, DstPort=5228, PayloadLen=0, Seq=4183061410, Ack=2504375921, Win=66","{TCP:3, IPv4:2}"
156,4.3815565,[24DEC6 11ECE1],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 210 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
157,4.3856829,64.233.180.188,10.231.231.191,210 (0xD2),TCP,"TCP:Flags=.....R.., SrcPort=5228, DstPort=3294, PayloadLen=0, Seq=2504375921, Ack=0, Win=0","{TCP:3, IPv4:2}"
158,4.5554255,10.231.231.191,10.231.255.255,,NbtNs,NbtNs:Query Request for WPAD   <0x00> Workstation Service,"{UDP:2, IPv4:1}"
159,4.5572336,FE80:0:0:0:FDF4:508D:125E:8B3B,FF02:0:0:0:0:0:1:3,,LLMNR,"LLMNR:QueryId = 0x2257, Standard, Query  for wpad of type Host Addr on class Internet","{UDP:47, IPv6:3}"
160,4.5575154,10.231.231.191,224.0.0.252,,LLMNR,"LLMNR:QueryId = 0x2257, Standard, Query  for wpad of type Host Addr on class Internet","{UDP:48, IPv4:5}"
161,4.5637592,[F04F7C 1B02BC],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 210 dBm, Rate = Unknown, SSID = BroadCast SSID",
162,4.5746999,[F04F7C 1B02BC],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 210 dBm, Rate = Unknown, SSID = BroadCast SSID",
163,4.5825067,10.231.231.191,10.231.255.255,,NbtNs,NbtNs:Query Request for WPAD   <0x00> Workstation Service,"{UDP:2, IPv4:1}"
164,4.5840407,FE80:0:0:0:FDF4:508D:125E:8B3B,FF02:0:0:0:0:0:1:3,,LLMNR,"LLMNR:QueryId = 0xD89F, Standard, Query  for wpad of type Host Addr on class Internet","{UDP:49, IPv6:3}"
165,4.5842126,10.231.231.191,224.0.0.252,,LLMNR,"LLMNR:QueryId = 0xD89F, Standard, Query  for wpad of type Host Addr on class Internet","{UDP:50, IPv4:5}"
166,4.5971424,[F04F7C 1B02BC],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 210 dBm, Rate = Unknown, SSID = BroadCast SSID",
167,4.6080762,[F04F7C 1B02BC],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 210 dBm, Rate = Unknown, SSID = BroadCast SSID",
168,4.6126585,[F04F7C 1B02BC],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 210 dBm, Rate = Unknown, SSID = BroadCast SSID",
169,4.6237228,[F04F7C 1B02BC],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 210 dBm, Rate = Unknown, SSID = BroadCast SSID",
170,4.6363104,[F04F7C 1B02BC],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 210 dBm, Rate = Unknown, SSID = BroadCast SSID",
171,4.6472567,[F04F7C 1B02BC],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 210 dBm, Rate = Unknown, SSID = BroadCast SSID",
172,4.6581003,[F04F7C 1B02BC],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 210 dBm, Rate = Unknown, SSID = BroadCast SSID",
173,4.6697051,[F04F7C 1B02BC],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 210 dBm, Rate = Unknown, SSID = BroadCast SSID",
174,4.6738221,[F04F7C 1B02BC],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 210 dBm, Rate = Unknown, SSID = BroadCast SSID",
175,4.6864448,[F04F7C 1B02BC],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 210 dBm, Rate = Unknown, SSID = BroadCast SSID",
176,4.6888178,[24DEC6 11ECE1],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 210 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
177,4.6973508,[F04F7C 1B02BC],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 210 dBm, Rate = Unknown, SSID = BroadCast SSID",
178,4.7081983,[F04F7C 1B02BC],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 210 dBm, Rate = Unknown, SSID = BroadCast SSID",
179,4.7195966,[F04F7C 1B02BC],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 210 dBm, Rate = Unknown, SSID = BroadCast SSID",
180,4.7305257,[F04F7C 1B02BC],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 210 dBm, Rate = Unknown, SSID = BroadCast SSID",
181,4.7912279,[24DEC6 11ECE1],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 210 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
182,4.8936290,[24DEC6 11ECE1],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 210 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
183,4.9679314,FE80:0:0:0:FDF4:508D:125E:8B3B,FF02:0:0:0:0:0:1:3,,LLMNR,"LLMNR:QueryId = 0x2257, Standard, Query  for wpad of type Host Addr on class Internet","{UDP:47, IPv6:3}"
184,4.9682581,10.231.231.191,224.0.0.252,,LLMNR,"LLMNR:QueryId = 0x2257, Standard, Query  for wpad of type Host Addr on class Internet","{UDP:48, IPv4:5}"
185,4.9951619,FE80:0:0:0:FDF4:508D:125E:8B3B,FF02:0:0:0:0:0:1:3,,LLMNR,"LLMNR:QueryId = 0xD89F, Standard, Query  for wpad of type Host Addr on class Internet","{UDP:49, IPv6:3}"
186,4.9954946,10.231.231.191,224.0.0.252,,LLMNR,"LLMNR:QueryId = 0xD89F, Standard, Query  for wpad of type Host Addr on class Internet","{UDP:50, IPv4:5}"
187,4.9959407,[24DEC6 11ECE1],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 210 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
188,5.0844459,10.231.231.191,239.255.255.250,,SSDP,"SSDP:Request, M-SEARCH * ","{HTTP:46, UDP:45, IPv4:27}"
189,5.0982776,[24DEC6 11ECE1],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 210 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
190,5.2008219,[24DEC6 11ECE1],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 210 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
191,5.3031708,[24DEC6 11ECE1],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 210 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
192,5.3051436,10.231.231.191,10.231.255.255,,NbtNs,NbtNs:Query Request for WPAD   <0x00> Workstation Service,"{UDP:2, IPv4:1}"
193,5.3202894,10.231.231.191,239.255.255.250,,SSDP,"SSDP:Request, M-SEARCH * ","{HTTP:10, UDP:9, IPv4:27}"
194,5.3324985,10.231.231.191,10.231.255.255,,NbtNs,NbtNs:Query Request for WPAD   <0x00> Workstation Service,"{UDP:2, IPv4:1}"
195,5.4055719,[24DEC6 11ECE1],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 210 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
196,5.5079272,[24DEC6 11ECE1],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 210 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
197,5.5840912,10.231.231.191,10.231.255.255,,NbtNs,NbtNs:Query Request for GFEMKYQVZZ   <0x00> Workstation Service,"{UDP:2, IPv4:1}"
198,5.5840920,10.231.231.191,10.231.255.255,,NbtNs,NbtNs:Query Request for JEJJTPVLN  <0x00> Workstation Service,"{UDP:2, IPv4:1}"
199,5.5841506,10.231.231.191,10.231.255.255,,NbtNs,NbtNs:Query Request for JHQDYHGIOSOMWYN<00> <0x00> Workstation Service,"{UDP:2, IPv4:1}"
200,5.5853814,FE80:0:0:0:FDF4:508D:125E:8B3B,FF02:0:0:0:0:0:1:3,,LLMNR,"LLMNR:QueryId = 0xE57C, Standard, Query  for gfemkyqvzz of type Host Addr on class Internet","{UDP:51, IPv6:3}"
201,5.5853814,FE80:0:0:0:FDF4:508D:125E:8B3B,FF02:0:0:0:0:0:1:3,,LLMNR,"LLMNR:QueryId = 0x8280, Standard, Query  for jhqdyhgiosomwyn of type Host Addr on class Internet","{UDP:52, IPv6:3}"
202,5.5854139,FE80:0:0:0:FDF4:508D:125E:8B3B,FF02:0:0:0:0:0:1:3,,LLMNR,"LLMNR:QueryId = 0x5C5E, Standard, Query  for jejjtpvln of type Host Addr on class Internet","{UDP:53, IPv6:3}"
203,5.5855773,10.231.231.191,224.0.0.252,,LLMNR,"LLMNR:QueryId = 0x8280, Standard, Query  for jhqdyhgiosomwyn of type Host Addr on class Internet","{UDP:54, IPv4:5}"
204,5.5856077,10.231.231.191,224.0.0.252,,LLMNR,"LLMNR:QueryId = 0xE57C, Standard, Query  for gfemkyqvzz of type Host Addr on class Internet","{UDP:55, IPv4:5}"
205,5.5856183,10.231.231.191,224.0.0.252,,LLMNR,"LLMNR:QueryId = 0x5C5E, Standard, Query  for jejjtpvln of type Host Addr on class Internet","{UDP:56, IPv4:5}"
206,5.5857355,10.231.231.191,128.194.254.1,,DNS,"DNS:QueryId = 0x98E7, QUERY (Standard query), Query  for www.google.com of type Host Addr on class Internet","{DNS:58, UDP:57, IPv4:32}"
207,5.5857458,10.231.231.191,128.194.254.1,,DNS,"DNS:QueryId = 0x4D98, QUERY (Standard query), Query  for mtalk.google.com of type Host Addr on class Internet","{DNS:60, UDP:59, IPv4:32}"
208,5.5875449,10.231.231.191,docs.google.com,,TCP,"TCP:Flags=......S., SrcPort=3362, DstPort=HTTPS(443), PayloadLen=0, Seq=3932391811, Ack=0, Win=17520 ( Negotiating scale factor 0x8 ) = 17520","{TCP:61, IPv4:42}"
209,5.5881454,128.194.254.1,10.231.231.191,210 (0xD2),DNS,"DNS:QueryId = 0x98E7, QUERY (Standard query), Response - Success, 172.217.12.4 ","{DNS:58, UDP:57, IPv4:32}"
210,5.5884888,128.194.254.1,10.231.231.191,210 (0xD2),DNS,"DNS:QueryId = 0x4D98, QUERY (Standard query), Response - Success, 54, 0 ","{DNS:60, UDP:59, IPv4:32}"
211,5.5918891,10.231.231.191,www.google.com,,UDP,"UDP:SrcPort = 52974, DstPort = HTTPS(443), Length = 1358","{UDP:63, IPv4:62}"
212,5.5926806,10.231.231.191,mobile-gtalk.l.google.com,,TCP,"TCP:Flags=......S., SrcPort=3363, DstPort=5228, PayloadLen=0, Seq=718817238, Ack=0, Win=17520 ( Negotiating scale factor 0x8 ) = 17520","{TCP:64, IPv4:30}"
213,5.5937233,10.231.231.191,www.google.com,,TCP,"TCP:Flags=......S., SrcPort=3364, DstPort=HTTPS(443), PayloadLen=0, Seq=2133270480, Ack=0, Win=17520 ( Negotiating scale factor 0x8 ) = 17520","{TCP:65, IPv4:62}"
214,5.5955271,10.231.231.191,docs.google.com,,UDP,"UDP:SrcPort = 52973, DstPort = HTTPS(443), Length = 1358","{UDP:66, IPv4:42}"
215,5.5989321,docs.google.com,10.231.231.191,210 (0xD2),TCP,"TCP:Flags=...A..S., SrcPort=HTTPS(443), DstPort=3362, PayloadLen=0, Seq=4281428573, Ack=3932391812, Win=42780 ( Negotiated scale factor 0x8 ) = 10951680","{TCP:61, IPv4:42}"
216,5.5990736,10.231.231.191,docs.google.com,,TCP,"TCP:Flags=...A...., SrcPort=3362, DstPort=HTTPS(443), PayloadLen=0, Seq=3932391812, Ack=4281428574, Win=68 (scale factor 0x8) = 17408","{TCP:61, IPv4:42}"
217,5.5995898,10.231.231.191,docs.google.com,,TLS,TLS:TLS Rec Layer-1 HandShake: Client Hello.,"{TLS:68, SSLVersionSelector:67, TCP:61, IPv4:42}"
218,5.6102598,[24DEC6 11ECE1],[*BROADCAST],210 (0xD2),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 210 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
219,5.6104779,mobile-gtalk.l.google.com,10.231.231.191,210 (0xD2),TCP,"TCP:Flags=...A..S., SrcPort=5228, DstPort=3363, PayloadLen=0, Seq=2408238439, Ack=718817239, Win=42780 ( Negotiated scale factor 0x8 ) = 10951680","{TCP:64, IPv4:30}"
220,5.6106036,10.231.231.191,mobile-gtalk.l.google.com,,TCP,"TCP:Flags=...A...., SrcPort=3363, DstPort=5228, PayloadLen=0, Seq=718817239, Ack=2408238440, Win=68 (scale factor 0x8) = 17408","{TCP:64, IPv4:30}"
221,5.6110582,10.231.231.191,mobile-gtalk.l.google.com,,TLS,TLS:TLS Rec Layer-1 HandShake: Client Hello.,"{TLS:70, SSLVersionSelector:69, TCP:64, IPv4:30}"
222,5.6125448,docs.google.com,10.231.231.191,210 (0xD2),TCP,"TCP:Flags=...A...., SrcPort=HTTPS(443), DstPort=3362, PayloadLen=0, Seq=4281428574, Ack=3932392329, Win=172 (scale factor 0x8) = 44032","{TCP:61, IPv4:42}"
223,5.6148229,docs.google.com,10.231.231.191,210 (0xD2),UDP,"UDP:SrcPort = HTTPS(443), DstPort = 52973, Length = 1358","{UDP:66, IPv4:42}"
224,5.6156974,docs.google.com,10.231.231.191,210 (0xD2),UDP,"UDP:SrcPort = HTTPS(443), DstPort = 52973, Length = 39","{UDP:66, IPv4:42}"
225,5.6161448,10.231.231.191,docs.google.com,,UDP,"UDP:SrcPort = 52973, DstPort = HTTPS(443), Length = 47","{UDP:66, IPv4:42}"
226,5.6164591,10.231.231.191,docs.google.com,,UDP,"UDP:SrcPort = 52973, DstPort = HTTPS(443), Length = 46","{UDP:66, IPv4:42}"
227,5.6170818,10.231.231.191,docs.google.com,,UDP,"UDP:SrcPort = 52973, DstPort = HTTPS(443), Length = 630","{UDP:66, IPv4:42}"
228,5.6172665,10.231.231.191,docs.google.com,,UDP,"UDP:SrcPort = 52973, DstPort = HTTPS(443), Length = 281","{UDP:66, IPv4:42}"
229,5.6191371,www.google.com,10.231.231.191,210 (0xD2),TCP,"TCP:Flags=...A..S., SrcPort=HTTPS(443), DstPort=3364, PayloadLen=0, Seq=3725707289, Ack=2133270481, Win=42780 ( Negotiated scale factor 0x8 ) = 10951680","{TCP:65, IPv4:62}"
230,5.6194467,10.231.231.191,www.google.com,,TCP,"TCP:Flags=...A...., SrcPort=3364, DstPort=HTTPS(443), PayloadLen=0, Seq=2133270481, Ack=3725707290, Win=68 (scale factor 0x8) = 17408","{TCP:65, IPv4:62}"
231,5.6198256,docs.google.com,10.231.231.191,210 (0xD2),TLS,TLS:TLS Rec Layer-1 HandShake: Server Hello.; TLS Rec Layer-2 HandShake: Certificate.,"{TLS:68, SSLVersionSelector:67, TCP:61, IPv4:42}"
232,5.6207010,10.231.231.191,www.google.com,,TLS,TLS:TLS Rec Layer-1 HandShake: Client Hello.,"{TLS:72, SSLVersionSelector:71, TCP:65, IPv4:62}"
233,5.6208361,docs.google.com,10.231.231.191,210 (0xD2),TCP,"TCP:[Continuation to #231]Flags=...A...., SrcPort=HTTPS(443), DstPort=3362, PayloadLen=1386, Seq=4281429960 - 4281431346, Ack=3932392329, Win=172 (scale factor 0x8) = 44032","{TCP:61, IPv4:42}"
234,5.6211941,10.231.231.191,docs.google.com,,TCP,"TCP:Flags=...A...., SrcPort=3362, DstPort=HTTPS(443), PayloadLen=0, Seq=3932392329, Ack=4281431346, Win=68 (scale factor 0x8) = 17408","{TCP:61, IPv4:42}"
235,5.6212826,docs.google.com,10.231.231.191,210 (0xD2),TCP,"TCP:[Continuation to #231]Flags=...A...., SrcPort=HTTPS(443), DstPort=3362, PayloadLen=1386, Seq=4281431346 - 4281432732, Ack=3932392329, Win=172 (scale factor 0x8) = 44032","{TCP:61, IPv4:42}"
236,5.6215927,docs.google.com,10.231.231.191,210 (0xD2),TCP,"TCP:[Continuation to #231]Flags=...AP..., SrcPort=HTTPS(443), DstPort=3362, PayloadLen=206, Seq=4281432732 - 4281432938, Ack=3932392329, Win=172 (scale factor 0x8) = 44032","{TCP:61, IPv4:42}"
237,5.6216962,10.231.231.191,docs.google.com,,TCP,"TCP:Flags=...A...., SrcPort=3362, DstPort=HTTPS(443), PayloadLen=0, Seq=3932392329, Ack=4281432938, Win=68 (scale factor 0x8) = 17408","{TCP:61, IPv4:42}"
238,5.6242048,10.231.231.191,docs.google.com,,TLS,TLS:TLS Rec Layer-1 HandShake: Client Key Exchange.; TLS Rec Layer-2 Cipher Change Spec; TLS Rec Layer-3 HandShake: Encrypted Handshake Message.,"{TLS:68, SSLVersionSelector:67, TCP:61, IPv4:42}"
239,5.6270842,mobile-gtalk.l.google.com,10.231.231.191,210 (0xD2),TCP,"TCP:Flags=...A...., SrcPort=5228, DstPort=3363, PayloadLen=0, Seq=2408238440, Ack=718817756, Win=172 (scale factor 0x8) = 44032","{TCP:64, IPv4:30}"
240,5.6279566,mobile-gtalk.l.google.com,10.231.231.191,210 (0xD2),TLS,TLS:TLS Rec Layer-1 HandShake: Server Hello.; TLS Rec Layer-2 HandShake: Certificate.,"{TLS:70, SSLVersionSelector:69, TCP:64, IPv4:30}"
241,5.6283167,www.google.com,10.231.231.191,210 (0xD2),UDP,"UDP:SrcPort = HTTPS(443), DstPort = 52974, Length = 1358","{UDP:63, IPv4:62}"
242,5.6287200,mobile-gtalk.l.google.com,10.231.231.191,210 (0xD2),TCP,"TCP:[Continuation to #240]Flags=...A...., SrcPort=5228, DstPort=3363, PayloadLen=1386, Seq=2408239826 - 2408241212, Ack=718817756, Win=172 (scale factor 0x8) = 44032","{TCP:64, IPv4:30}"
243,5.6290488,10.231.231.191,mobile-gtalk.l.google.com,,TCP,"TCP:Flags=...A...., SrcPort=3363, DstPort=5228, PayloadLen=0, Seq=718817756, Ack=2408241212, Win=68 (scale factor 0x8) = 17408","{TCP:64, IPv4:30}"
244,5.6291373,www.google.com,10.231.231.191,210 (0xD2),UDP,"UDP:SrcPort = HTTPS(443), DstPort = 52974, Length = 1358","{UDP:63, IPv4:62}"
245,5.6291373,docs.google.com,10.231.231.191,210 (0xD2),UDP,"UDP:SrcPort = HTTPS(443), DstPort = 52973, Length = 44","{UDP:66, IPv4:42}"
246,5.6293080,mobile-gtalk.l.google.com,10.231.231.191,210 (0xD2),TCP,"TCP:[Continuation to #240]Flags=...A...., SrcPort=5228, DstPort=3363, PayloadLen=1386, Seq=2408241212 - 2408242598, Ack=718817756, Win=172 (scale factor 0x8) = 44032","{TCP:64, IPv4:30}"
247,5.6297656,mobile-gtalk.l.google.com,10.231.231.191,210 (0xD2),TCP,"TCP:[Continuation to #240]Flags=...AP..., SrcPort=5228, DstPort=3363, PayloadLen=203, Seq=2408242598 - 2408242801, Ack=718817756, Win=172 (scale factor 0x8) = 44032","{TCP:64, IPv4:30}"
248,5.6299208,10.231.231.191,mobile-gtalk.l.google.com,,TCP,"TCP:Flags=...A...., SrcPort=3363, DstPort=5228, PayloadLen=0, Seq=718817756, Ack=2408242801, Win=68 (scale factor 0x8) = 17408","{TCP:64, IPv4:30}"
249,5.6348876,docs.google.com,10.231.231.191,210 (0xD2),TLS,TLS:TLS Rec Layer-1 HandShake: Encrypted Handshake Message.; TLS Rec Layer-2 Cipher Change Spec; TLS Rec Layer-3 HandShake: Encrypted Handshake Message.,"{TLS:68, SSLVersionSelector:67, TCP:61, IPv4:42}"
250,5.6350540,docs.google.com,10.231.231.191,210 (0xD2),TLS,TLS:TLS Rec Layer-1 SSL Application Data,"{TLS:68, SSLVersionSelector:67, TCP:61, IPv4:42}"
251,5.6351621,10.231.231.191,docs.google.com,,TCP,"TCP:Flags=...A...., SrcPort=3362, DstPort=HTTPS(443), PayloadLen=0, Seq=3932392422, Ack=4281433237, Win=67 (scale factor 0x8) = 17152","{TCP:61, IPv4:42}"
252,5.6369724,10.231.231.191,www.google.com,,UDP,"UDP:SrcPort = 52974, DstPort = HTTPS(443), Length = 1358","{UDP:63, IPv4:62}"
253,5.6403192,10.231.231.191,mobile-gtalk.l.google.com,,TLS,TLS:TLS Rec Layer-1 HandShake: Client Key Exchange.; TLS Rec Layer-2 Cipher Change Spec; TLS Rec Layer-3 HandShake: Encrypted Handshake Message.; TLS Rec Layer-4 HandShake: Encrypted Handshake Message.,"{TLS:70, SSLVersionSelector:69, TCP:64, IPv4:30}"
254,5.6410270,10.231.231.191,www.google.com,,UDP,"UDP:SrcPort = 52974, DstPort = HTTPS(443), Length = 825","{UDP:63, IPv4:62}"
255,5.6456217,www.google.com,10.231.231.191,210 (0xD2),TCP,"TCP:Flags=...A...., SrcPort=HTTPS(443), DstPort=3364, PayloadLen=0, Seq=3725707290, Ack=2133270998, Win=172 (scale factor 0x8) = 44032","{TCP:65, IPv4:62}"
256,5.6467452,docs.google.com,10.231.231.191,210 (0xD2),UDP,"UDP:SrcPort = HTTPS(443), DstPort = 52973, Length = 168","{UDP:66, IPv4:42}"
257,5.6470202,docs.google.com,10.231.231.191,210 (0xD2),UDP,"UDP:SrcPort = HTTPS(443), DstPort = 52973, Length = 24","{UDP:66, IPv4:42}"
258,5.6473576,10.231.231.191,docs.google.com,,UDP,"UDP:SrcPort = 52973, DstPort = HTTPS(443), Length = 49","{UDP:66, IPv4:42}"
259,5.6564833,www.google.com,10.231.231.191,210 (0xD2),TLS,TLS:TLS Rec Layer-1 HandShake: Server Hello.; TLS Rec Layer-2 HandShake: Certificate.,"{TLS:72, SSLVersionSelector:71, TCP:65, IPv4:62}"
260,5.6569542,www.google.com,10.231.231.191,210 (0xD2),TCP,"TCP:[Continuation to #259]Flags=...A...., SrcPort=HTTPS(443), DstPort=3364, PayloadLen=1386, Seq=3725708676 - 3725710062, Ack=2133270998, Win=172 (scale factor 0x8) = 44032","{TCP:65, IPv4:62}"
